"","id","gap_size","gap_proprotion","e_ndvi","e_elev","e_prec","e_area","e_edge","e_earatio","d_ndvi","d_elev","d_prec","d_area","d_edge","d_earatio","gap_size_km","e_ndvi_r","e_elev_km","e_prec_m","e_area_km","e_edge_km","e_earatio_km","d_ndvi_r","d_elev_km","d_prec_m","d_area_km","d_edge_km","d_earatio_km","g_edge","g_edge_km","long","lat","ess_id","ess_id2","ess_id3","X","Y","pop_density","elev","e_area_h","d_area_h","gap_size_h10","pop_density_catch_100","pop_density_catch_100_2","elev_km","d_ndvi_r_10"
"2446",2694,1344.475,0.148694615,374.412,2906.667,1569.974,9041.854,370.117,0.040933751,383.517,2907,1569.974,7697.379,561.832,0.07299004,0.001344475,374.412,2.906667,1.569974,0.009041854,0.370117,40.93375098,383.517,2.907,1.569974,0.007697379,0.561832,72.99003986,191.746,0.191746,362333.5385,1170075.064,NA,NA,NA,362336.8512,1170077.402,76.65318,2912,0.9041854,0.7697379,1.344475,3.09359516394596,9.57033103838983,2.912,3.83517
"2447",3168,1617.721,0.044407688,366.769,2035.865,1612.524,36428.85,835.838,0.022944397,372.78,2035.257,1612.524,34811.129,1027.674,0.029521421,0.001617721,366.769,2.035865,1.612524,0.03642885,0.835838,22.94439709,372.78,2.035257,1.612524,0.034811129,1.027674,29.52142115,191.848,0.191848,336176.0263,1287496.01,23,NA,NA,336171.7069,1287485.28,38.32438,2035,3.642885,3.4811129,1.617721,1.54670839003975,2.39230684381936,2.035,3.7278
"2449",2954,1272.602,0.064960551,328.696,2131.739,1657.749,19590.382,759.489,0.038768463,337.029,2131.667,1657.749,18317.78,951.517,0.051944996,0.001272602,328.696,2.131739,1.657749,0.019590382,0.759489,38.76846301,337.029,2.131667,1.657749,0.01831778,0.951517,51.94499552,192.029,0.192029,321487.7422,1252312.629,NA,NA,NA,321505.3129,1252306.268,55.846,2142,1.9590382,1.831778,1.272602,2.25385190184838,5.07984839546555,2.142,3.37029
"2450",1490,1075.396,0.098896583,186.098,1851.909,1090.047,10873.945,786.428,0.072322234,195.743,1852.4,1090.047,9798.549,978.447,0.099856315,0.001075396,186.098,1.851909,1.090047,0.010873945,0.786428,72.32223448,195.743,1.8524,1.090047,0.009798549,0.978447,99.85631546,192.089,0.192089,447004.0478,1249022.217,NA,NA,NA,446985.1581,1249018.891,84.9728,1857,1.0873945,0.9798549,1.075396,3.42936122346062,11.7605184009753,1.857,1.95743
"2451",481,1312.397,0.125163679,131.304,2398.333,1035.524,10485.446,509.806,0.048620345,139.523,2397.636,1035.524,9173.049,702.207,0.076551101,0.001312397,131.304,2.398333,1.035524,0.010485446,0.509806,48.62034481,139.523,2.397636,1.035524,0.009173049,0.702207,76.55110095,192.467,0.192467,434192.0102,1153872.558,NA,NA,NA,434190.6901,1153871.288,145.61018,2407,1.0485446,0.9173049,1.312397,5.87658527238271,34.5342544635853,2.407,1.39523
"2452",2610,1450.678,0.133694231,375.879,2622.182,1311.667,10850.715,448.28,0.041313407,384.468,2622.375,1311.667,9400.037,640.851,0.06817537,0.001450678,375.879,2.622182,1.311667,0.010850715,0.44828,41.31340654,384.468,2.622375,1.311667,0.009400037,0.640851,68.17536995,192.628,0.192628,408965.084,1315848.794,NA,NA,NA,408963.1578,1315850.627,52.23867,2625,1.0850715,0.9400037,1.450678,2.10826604823138,4.44478573012517,2.625,3.84468
"2453",2750,1731.093,0.166324555,293.821,2370.5,1315.598,10407.922,394.055,0.037861064,314.34,2370.091,1315.598,8676.829,586.792,0.067627471,0.001731093,293.821,2.3705,1.315598,0.010407922,0.394055,37.86106391,314.34,2.370091,1.315598,0.008676829,0.586792,67.62747082,192.776,0.192776,374186.1991,1122316.586,NA,NA,NA,374186.2989,1122317.024,123.03215,2388,1.0407922,0.8676829,1.731093,4.96537344243088,24.6549334227979,2.388,3.1434
"2454",702,2251.373,0.101715233,228.933,2814.304,1279.606,22134.079,1056.331,0.04772419,228.592,2813.7,1279.606,19882.706,1249.056,0.062821228,0.002251373,228.933,2.814304,1.279606,0.022134079,1.056331,47.72419038,228.592,2.8137,1.279606,0.019882706,1.249056,62.82122765,192.787,0.192787,421230.0568,1272325.816,NA,NA,NA,421232.159,1272331.149,258.70148,2844,2.2134079,1.9882706,2.251373,10.4407625023993,109.009521631507,2.844,2.28592
"2455",809,2129.725,0.091554046,300.192,2979.76,1293.573,23261.943,892.468,0.038366013,312.611,2980.043,1293.573,21132.218,1085.198,0.051352773,0.002129725,300.192,2.97976,1.293573,0.023261943,0.892468,38.36601268,312.611,2.980043,1.293573,0.021132218,1.085198,51.35277329,192.794,0.192794,425886.922,1303439.823,NA,NA,NA,425874.3177,1303432.495,267.61923,2996,2.3261943,2.1132218,2.129725,10.800668096313,116.654431326715,2.996,3.12611
"2456",1828,1135.103,0.06176723,313.592,2333.6,1365.651,18377.107,552.676,0.030074157,317.854,2333.421,1365.651,17242.004,745.518,0.043238477,0.001135103,313.592,2.3336,1.365651,0.018377107,0.552676,30.07415694,317.854,2.333421,1.365651,0.017242004,0.745518,43.23847738,192.878,0.192878,369034.914,1120740.514,NA,NA,NA,369039.1781,1120742.567,207.16951,2354,1.8377107,1.7242004,1.135103,8.36101769363064,69.9066168732046,2.354,3.17854
"2458",2208,1142.456,0.152794631,359.274,2337.857,1219.154,7477.069,362.375,0.048464846,376.873,2338,1219.154,6334.613,555.481,0.087689808,0.001142456,359.274,2.337857,1.219154,0.007477069,0.362375,48.46484632,376.873,2.338,1.219154,0.006334613,0.555481,87.68980836,193.155,0.193155,391981.9193,1340767.015,NA,NA,NA,391981.6398,1340766.361,183.3208,2355,0.7477069,0.6334613,1.142456,7.39852332715622,54.7381474224747,2.355,3.76873
"2459",971,1059.845,0.163055962,183.838,1919.571,1079.551,6499.885,445.311,0.068510597,197.866,1919.833,1079.551,5440.04,638.834,0.117431857,0.001059845,183.838,1.919571,1.079551,0.006499885,0.445311,68.51059673,197.866,1.919833,1.079551,0.00544004,0.638834,117.4318571,193.592,0.193592,443130.4278,1192656.934,NA,NA,NA,443126.1443,1192648.799,64.77097,1913,0.6499885,0.544004,1.059845,2.61404888298292,6.83325156262426,1.913,1.97866
"2460",973,1450.599,0.12850369,394.605,3254.615,1530.005,11288.384,847.376,0.075066192,399.476,3253.818,1530.005,9837.785,1040.983,0.105814774,0.001450599,394.605,3.254615,1.530005,0.011288384,0.847376,75.06619194,399.476,3.253818,1.530005,0.009837785,1.040983,105.8147744,193.649,0.193649,378705.9242,1175952.562,NA,NA,NA,378718.3468,1175927.838,291.27393,3246,1.1288384,0.9837785,1.450599,11.7553325410835,138.187843151458,3.246,3.99476
"2461",844,1135.914,0.118873583,296.841,2484.091,1403.191,9555.647,487.496,0.051016535,305.771,2483.889,1403.191,8419.733,681.4,0.080928932,0.001135914,296.841,2.484091,1.403191,0.009555647,0.487496,51.01653504,305.771,2.483889,1.403191,0.008419733,0.6814,80.92893207,193.944,0.193944,374930.2222,1150486.294,NA,NA,NA,374922.0756,1150496.964,68.80434,2509,0.9555647,0.8419733,1.135914,2.77682900412603,7.71077931815557,2.509,3.05771
"2462",2385,1863.667,0.045201153,378.084,2793.8,1584.268,41230.519,1115.772,0.027061799,377.971,2793.842,1584.268,39366.852,1309.685,0.033268726,0.001863667,378.084,2.7938,1.584268,0.041230519,1.115772,27.06179857,377.971,2.793842,1.584268,0.039366852,1.309685,33.26872568,193.96,0.19396,385413.1549,1198924.197,NA,NA,NA,385435.9768,1198944.172,103.06197,2799,4.1230519,3.9366852,1.863667,4.15941011160585,17.300692476529,2.799,3.77971
"2463",2574,1761.886,0.020209334,548.806,2644.277,1416.244,87181.793,1280.828,0.014691462,552.323,2644.446,1416.244,85419.907,1474.816,0.017265484,0.001761886,548.806,2.644277,1.416244,0.087181793,1.280828,14.69146201,552.323,2.644446,1.416244,0.085419907,1.474816,17.26548356,194.042,0.194042,401312.8963,1285878.066,NA,NA,NA,401298.3901,1285868.157,177.50749,2662,8.7181793,8.5419907,1.761886,7.16390778084074,51.3215746923905,2.662,5.52323
"2465",544,1530.445,0.138340521,286.644,2806.167,1369.863,11062.883,1082.069,0.097810761,295.241,2805.4,1369.863,9532.438,1276.51,0.133912227,0.001530445,286.644,2.806167,1.369863,0.011062883,1.082069,97.81076054,295.241,2.8054,1.369863,0.009532438,1.27651,133.9122269,194.505,0.194505,425240.7138,1207183.374,NA,NA,NA,425247.2624,1207194.274,95.83461,2819,1.1062883,0.9532438,1.530445,3.86772585344335,14.9593032773941,2.819,2.95241
"2466",1830,1245.394,0.052449307,330.399,2374.76,1334.795,23744.718,644.557,0.027145279,335.038,2374.75,1334.617,22499.324,839.106,0.03729472,0.001245394,330.399,2.37476,1.334795,0.023744718,0.644557,27.14527922,335.038,2.37475,1.334795,0.022499324,0.839106,37.2947205,194.592,0.194592,378151.2159,1123360.01,NA,NA,NA,378157.4161,1123348.164,111.07108,2385,2.3744718,2.2499324,1.245394,4.48264450271019,20.0941017376779,2.385,3.35038
"2468",42,1449.871,0.031115772,375.146,2204.32,1462.64,46596.015,814.746,0.017485315,379.709,2204.327,1462.64,45146.144,1009.464,0.022359916,0.001449871,375.146,2.20432,1.46264,0.046596015,0.814746,17.485315,379.709,2.204327,1.46264,0.045146144,1.009464,22.35991628,194.728,0.194728,331894.0901,1141623.898,NA,NA,NA,331896.7529,1141627.794,181.53731,2216,4.6596015,4.5146144,1.449871,7.32654462987391,53.6782562135342,2.216,3.79709
"2469",3121,2465.018,0.076488989,441.332,1976.222,1797.297,32227.096,715.816,0.02221162,455.277,1975.647,1797.297,29762.078,910.6,0.030595982,0.002465018,441.332,1.976222,1.797297,0.032227096,0.715816,22.21161969,455.277,1.975647,1.797297,0.029762078,0.9106,30.59598191,194.757,0.194757,290868.4768,1260236.583,30,NA,NA,290860.765,1260238.622,589.37128,1963,3.2227096,2.9762078,2.465018,23.7860469921357,565.77603151209,1.963,4.55277
"2471",143,2077.502,0.014107337,359.623,2941.93,1701.39,147263.933,2603.848,0.017681505,360.89,2941.149,1701.39,145186.431,2799.059,0.019279067,0.002077502,359.623,2.94193,1.70139,0.147263933,2.603848,17.68150522,360.89,2.941149,1.70139,0.145186431,2.799059,19.27906748,195.255,0.195255,380841.0817,1177253.83,NA,NA,NA,380821.7096,1177246.261,531.33813,2976,14.7263933,14.5186431,2.077502,21.4439253451467,459.841934208223,2.976,3.6089
"2473",23,1888.499,0.048717815,338.544,2233.326,1494.588,38764.033,722.284,0.018632839,343.328,2233.31,1494.588,36875.534,917.653,0.024885145,0.001888499,338.544,2.233326,1.494588,0.038764033,0.722284,18.63283936,343.328,2.23331,1.494588,0.036875534,0.917653,24.88514471,195.381,0.195381,334392.7135,1138205.033,NA,NA,NA,334393.1375,1138207.205,273.41043,2252,3.8764033,3.6875534,1.888499,11.0343913197128,121.757791796554,2.252,3.43328
"2474",2326,1793.403,0.080249748,302.833,2372.667,1358.988,22347.771,547.91,0.024517434,314.084,2372.318,1358.988,20554.368,743.301,0.036162678,0.001793403,302.833,2.372667,1.358988,0.022347771,0.54791,24.51743398,314.084,2.372318,1.358988,0.020554368,0.743301,36.16267841,195.421,0.195421,358551.8154,1113775.78,NA,NA,NA,358554.4426,1113772.217,149.86513,2396,2.2347771,2.0554368,1.793403,6.04830799468636,36.5820295985869,2.396,3.14084
"2475",1299,1260.217,0.077736014,288.174,2359.706,1295.12,16211.495,632.167,0.038994985,296.086,2359.438,1295.12,14951.278,827.558,0.055350319,0.001260217,288.174,2.359706,1.29512,0.016211495,0.632167,38.99498473,296.086,2.359438,1.29512,0.014951278,0.827558,55.35031855,195.442,0.195442,394291.283,1118916.28,NA,NA,NA,394277.0762,1118920.863,122.82867,2367,1.6211495,1.4951278,1.260217,4.95716132723931,24.573448424277,2.367,2.96086
"2476",960,1244.44,0.085239587,248.595,1996.133,1656.867,14599.32,637.072,0.043637101,254.624,1995.857,1656.867,13354.88,832.542,0.062339909,0.00124444,248.595,1.996133,1.656867,0.01459932,0.637072,43.63710091,254.624,1.995857,1.656867,0.01335488,0.832542,62.33990871,195.47,0.19547,320307.5388,1265751.851,NA,NA,NA,320317.0188,1265746.407,70.08463,2005,1.459932,1.335488,1.24444,2.82849938430398,8.00040876700798,2.005,2.54624
"2477",1229,1182.236,0.18189108,409.951,3460.5,1832.5,6499.692,298.863,0.045981102,436.711,3459.857,1832.5,5317.456,494.342,0.092965884,0.001182236,409.951,3.4605,1.8325,0.006499692,0.298863,45.98110187,436.711,3.459857,1.8325,0.005317456,0.494342,92.96588444,195.515,0.195515,368587.7505,1177212.409,NA,NA,NA,368586.3748,1177211.054,161.8414,3442,0.6499692,0.5317456,1.182236,6.53165038118762,42.6624567020684,3.442,4.36711
"2478",117,1557.312,0.084754861,303.618,2534.143,1283.581,18374.309,658.923,0.035861104,305.421,2534.053,1283.581,16816.997,854.497,0.050811509,0.001557312,303.618,2.534143,1.283581,0.018374309,0.658923,35.86110367,305.421,2.534053,1.283581,0.016816997,0.854497,50.81150933,195.623,0.195623,390361.6574,1134585.232,NA,NA,NA,390386.5629,1134582.139,106.98718,2545,1.8374309,1.6816997,1.557312,4.31782507460507,18.6436133748883,2.545,3.05421
"2479",3158,934.329,0.029189361,403.202,2099.235,1494.159,32009.231,829.267,0.02590712,407.97,2099.156,1494.159,31074.902,1024.973,0.03298395,0.000934329,403.202,2.099235,1.494159,0.032009231,0.829267,25.90712036,407.97,2.099156,1.494159,0.031074902,1.024973,32.98394956,195.715,0.195715,331368.9136,1168662.727,33,35,NA,331358.9823,1168662.833,728.03528,2110,3.2009231,3.1074902,0.934329,29.3822959646298,863.319316153101,2.11,4.0797
"2481",749,1081.561,0.012764448,318.266,2493.075,1254.648,84732.295,1741.499,0.020552954,319.782,2492.703,1254.648,83650.734,1937.81,0.023165487,0.001081561,318.266,2.493075,1.254648,0.084732295,1.741499,20.55295445,319.782,2.492703,1.254648,0.083650734,1.93781,23.16548711,196.37,0.19637,408239.8961,1150513.947,17,NA,NA,408269.2044,1150500.049,533.18024,2501,8.4732295,8.3650734,1.081561,21.5182698483683,463.035937267195,2.501,3.19782
"2482",2744,1362.753,0.022696275,480.391,2202.922,1649.589,60043.024,1340.337,0.022322943,485.285,2202.403,1649.589,58680.271,1536.695,0.026187592,0.001362753,480.391,2.202922,1.649589,0.060043024,1.340337,22.32294296,485.285,2.202403,1.649589,0.058680271,1.536695,26.18759208,196.406,0.196406,387533.7076,1301212.974,NA,NA,NA,387524.7652,1301171.109,60.60771,2224,6.0043024,5.8680271,1.362753,2.44602661694974,5.98304621082657,2.224,4.85285
"2483",3094,1973.847,0.050555247,193.438,2568.952,1326.177,39043.366,1026.367,0.026287872,196.201,2568.415,1325.999,37069.519,1222.795,0.032986535,0.001973847,193.438,2.568952,1.326177,0.039043366,1.026367,26.2878718,196.201,2.568415,1.326177,0.037069519,1.222795,32.98653538,196.49,0.19649,416853.4982,1259545.448,10,15,12,416840.156,1259564.149,440.31207,2599,3.9043366,3.7069519,1.973847,17.770264591489,315.782303651529,2.599,1.96201
"2484",718,1624.834,0.065037684,342.588,2188.207,1477.104,24982.962,1437.799,0.057551182,349.51,2188.259,1477.104,23358.128,1634.329,0.069968321,0.001624834,342.588,2.188207,1.477104,0.024982962,1.437799,57.55118228,349.51,2.188259,1.477104,0.023358128,1.634329,69.96832109,196.55,0.19655,345045.6244,1171818.695,NA,NA,NA,345000.1705,1171843.97,112.85152,2199,2.4982962,2.3358128,1.624834,4.55450010705297,20.7434712251455,2.199,3.4951
"2485",841,1189.472,0.062499993,346.793,2366.619,1507.694,19031.554,542.438,0.028502034,353.146,2366.55,1507.59,17842.082,739.068,0.041422744,0.001189472,346.793,2.366619,1.507694,0.019031554,0.542438,28.50203404,353.146,2.36655,1.507694,0.017842082,0.739068,41.42274427,196.657,0.196657,354474.1387,1148803.304,NA,NA,NA,354475.57,1148801.49,98.45764,2364,1.9031554,1.7842082,1.189472,3.97358699218391,15.7893935844532,2.364,3.53146
"2486",2097,2024.121,0.076351105,496.922,2369.885,1452.976,26510.697,618.481,0.023329488,515.929,2369.292,1452.976,24486.576,815.088,0.033287137,0.002024121,496.922,2.369885,1.452976,0.026510697,0.618481,23.32948847,515.929,2.369292,1.452976,0.024486576,0.815088,33.28713659,196.661,0.196661,399705.8705,1315168.861,NA,NA,NA,399709.6419,1315168.663,177.64372,2390,2.6510697,2.4486576,2.024121,7.16940579761166,51.4003794908277,2.39,5.15929
"2487",2019,1443.969,0.042523762,350.803,2496.147,1529.562,33956.756,675.516,0.01989342,352.489,2495.939,1529.234,32512.787,872.225,0.026827137,0.001443969,350.803,2.496147,1.529562,0.033956756,0.675516,19.89341974,352.489,2.495939,1.529562,0.032512787,0.872225,26.82713727,196.735,0.196735,352259.68,1154394.738,NA,NA,NA,352249.9513,1154404.346,96.39237,2501,3.3956756,3.2512787,1.443969,3.89023612162326,15.1339370819824,2.501,3.52489
"2488",812,1909.044,0.109291173,249.881,2441.55,1525.474,17467.504,514.547,0.029457386,257.522,2441.444,1525.474,15558.46,711.235,0.045713715,0.001909044,249.881,2.44155,1.525474,0.017467504,0.514547,29.45738555,257.522,2.441444,1.525474,0.01555846,0.711235,45.7137146,196.739,0.196739,392549.5144,1288239.002,NA,NA,NA,392552.9064,1288238.456,66.81821,2449,1.7467504,1.555846,1.909044,2.69667209265846,7.27204037532295,2.449,2.57522
"2489",570,1954.993,0.111397282,319.96,2646.625,1540.917,17549.737,871.924,0.049683024,336.778,2645.154,1540.917,15594.744,1068.732,0.068531551,0.001954993,319.96,2.646625,1.540917,0.017549737,0.871924,49.68302374,336.778,2.645154,1.540917,0.015594744,1.068732,68.5315514,196.838,0.196838,358848.6394,1205693.66,NA,NA,NA,358842.7248,1205702,111.49989,2662,1.7549737,1.5594744,1.954993,4.4999505628404,20.2495550680076,2.662,3.36778
"2490",2582,1417.432,0.064784799,477.01,2034.455,1619.658,21879.083,582.197,0.026609753,489.841,2034.05,1619.658,20461.651,779.111,0.038076644,0.001417432,477.01,2.034455,1.619658,0.021879083,0.582197,26.60975325,489.841,2.03405,1.619658,0.020461651,0.779111,38.07664396,196.954,0.196954,374558.7892,1303262.831,NA,NA,NA,374569.5986,1303259.571,202.07166,2023,2.1879083,2.0461651,1.417432,8.15527692584355,66.5085417371962,2.023,4.89841
"2491",3112,1647.964,0.031590779,329.926,1917.327,1748.682,52165.982,1305.428,0.025024507,333.105,1917.596,1748.682,50518.018,1502.701,0.029745842,0.001647964,329.926,1.917327,1.748682,0.052165982,1.305428,25.02450735,333.105,1.917596,1.748682,0.050518018,1.502701,29.74584236,197.24,0.19724,286014.3859,1257232.337,30,NA,NA,286023.8907,1257235.3,2317.55542,1923,5.2165982,5.0518018,1.647964,93.5326915268062,8748.36438424868,1.923,3.33105
"2492",1268,1121.975,0.125196363,269.575,2424.455,1134.068,8961.722,372.659,0.041583414,282.19,2424.333,1134.068,7839.747,569.841,0.072686147,0.001121975,269.575,2.424455,1.134068,0.008961722,0.372659,41.58341444,282.19,2.424333,1.134068,0.007839747,0.569841,72.68614663,197.245,0.197245,419959.9071,1129349.367,NA,NA,NA,419958.4887,1129348.966,80.83699,2423,0.8961722,0.7839747,1.121975,3.26244679388315,10.6435590829184,2.423,2.8219
"2493",859,1571.679,0.219326071,293.219,2976,1827.727,7165.947,931.563,0.129998589,324.733,2975.667,1827.727,5594.268,1063.058,0.190026291,0.001571679,293.219,2.976,1.827727,0.007165947,0.931563,129.9985892,324.733,2.975667,1.827727,0.005594268,1.063058,190.0262912,197.415,0.197415,314670.2084,1234712.862,NA,NA,NA,314671.7436,1234708.934,108.88316,2982,0.7165947,0.5594268,1.571679,4.39434368164705,19.3102563924314,2.982,3.24733
"2495",1232,2228.89,0.075814852,401.031,3183.286,1699.851,29399.121,1782.456,0.060629568,412.965,3182.462,1699.851,27170.231,1979.884,0.072869605,0.00222889,401.031,3.183286,1.699851,0.029399121,1.782456,60.6295678,412.965,3.182462,1.699851,0.027170231,1.979884,72.86960497,197.455,0.197455,354268.567,1193893.859,NA,NA,NA,354287.563,1193894.641,821.49469,3192,2.9399121,2.7170231,2.22889,33.1541626869399,1099.19850347208,3.192,4.12965
"2497",1056,1232.337,0.10597977,231.368,2052.167,1009.838,11628.04,624.191,0.053679812,240.336,2051.6,1009.838,10395.703,822.184,0.079088831,0.001232337,231.368,2.052167,1.009838,0.01162804,0.624191,53.6798119,240.336,2.0516,1.009838,0.010395703,0.822184,79.08883122,198.058,0.198058,423613.1612,1346087.887,NA,NA,NA,423587.4037,1346056.308,48.9175,2047,1.162804,1.0395703,1.232337,1.97422913742556,3.89758068706008,2.047,2.40336
"2498",1974,2347.524,0.250501799,393.658,3011.273,1535.035,9371.286,439.624,0.046911811,419.36,3010.778,1535.035,7023.762,637.664,0.090786675,0.002347524,393.658,3.011273,1.535035,0.009371286,0.439624,46.91181125,419.36,3.010778,1.535035,0.007023762,0.637664,90.78667529,198.088,0.198088,386748.3335,1175032.935,NA,NA,NA,386750.9283,1175036.179,113.05346,3050,0.9371286,0.7023762,2.347524,4.56265007039966,20.817775664918,3.05,4.1936
"2499",1783,1496.122,0.085545768,320.532,2497.789,1358.47,17489.141,771.896,0.04413573,325.143,2497.667,1358.47,15993.019,970.309,0.060670784,0.001496122,320.532,2.497789,1.35847,0.017489141,0.771896,44.13572971,325.143,2.497667,1.35847,0.015993019,0.970309,60.67078392,198.458,0.198458,381990.6124,1132756.315,NA,NA,NA,381997.4392,1132763.756,369.74341,2515,1.7489141,1.5993019,1.496122,14.9222305594743,222.67296487011,2.515,3.25143
"2500",2005,1487.64,0.036270122,324.056,2231,1405.389,41015.578,777.593,0.01895848,325.639,2231,1405.389,39527.938,976.131,0.024694711,0.00148764,324.056,2.231,1.405389,0.041015578,0.777593,18.95847963,325.639,2.231,1.405389,0.039527938,0.976131,24.69471087,198.564,0.198564,352635.076,1134865.66,NA,NA,NA,352636.5089,1134867.575,119.36579,2244,4.1015578,3.9527938,1.48764,4.81740523595484,23.2073932074051,2.244,3.25639
